epoch,total_loss,actual_spike_rate,spike_nonzero_count,spike_element_count,raw_spike_rate,weighted_spike_rate,raw_spike_smooth,weighted_spike_smooth,raw_spike_diversity,weighted_spike_diversity,raw_structural,weighted_structural,raw_sample_diversity,weighted_sample_diversity,raw_temporal_balance,weighted_temporal_balance,raw_spatial_compactness,weighted_spatial_compactness,raw_edge_membrane,weighted_edge_membrane,raw_dense_magnitude_loss,weighted_dense_magnitude_loss,raw_dendritic_cancellation_loss,weighted_dendritic_cancellation_loss
11,0.078020452439785,0.0,0,2048000,0.06127559718489647,0.012255119436979295,0.0013579713879153133,0.0,0.7331356287002564,0.0,0.6709265384674072,0.020127796154022215,0.9999723081588745,0.03999889232635498,0.0011555175185203551,0.0,0.35728337001800536,0.0,0.5569325184822083,0.005569325184822083,0.0,0.0,0.0013864149153232574,6.932074576616287e-05
12,0.07758886313438415,0.0,0,2048000,0.06124842315912247,0.012249684631824494,0.0013287257188931108,0.0,0.7208960180282593,0.0,0.6598279767036438,0.019794839301109313,0.999975781917572,0.03999903127670288,0.0010089052990078927,0.0,0.36528212571144103,0.0,0.5487348532676697,0.0054873485326766966,0.0,0.0,0.001159224950708449,5.7961247535422454e-05
13,0.0772779712677002,0.0,0,2048000,0.061222996056079865,0.012244599211215974,0.0012879962027072906,0.0,0.7113182215690613,0.0,0.6511849203109741,0.019535547609329223,0.9999778442382813,0.039999113769531254,0.000883149498142302,0.0,0.37198748826980593,0.0,0.5451168746948242,0.005451168746948242,0.0,0.0,0.000950880263466388,4.75440131733194e-05
14,0.07698648190498351,0.0,0,2048000,0.06119651716947556,0.012239303433895113,0.0012423171028494834,0.0,0.7035145587921142,0.0,0.6441704044342041,0.019325112133026123,0.9999790949821472,0.03999916379928589,0.0007745744124986231,0.0,0.37749465680122374,0.0,0.5371770038604736,0.005371770038604736,0.0,0.0,0.001022664879448712,5.11332439724356e-05
15,0.07669117647409439,0.0,0,2048000,0.06116945880651474,0.012233891761302948,0.0011970288790762425,0.0,0.696851089477539,0.0,0.6381936483383178,0.019145809450149535,0.9999791736602783,0.03999916694641113,0.0006821105955168605,0.0,0.3819622220993042,0.0,0.5259881119728088,0.005259881119728089,0.0,0.0,0.0010485626994632185,5.242813497316093e-05
16,0.07639217394590378,0.0,0,2048000,0.06114271518588066,0.012228543037176132,0.0011534863533452153,0.0,0.6909121866226197,0.0,0.6328728475570679,0.018986185426712036,0.9999788045883179,0.03999915218353272,0.0006025938913226127,0.0,0.3860075957775116,0.0,0.5130227267742157,0.005130227267742157,0.0,0.0,0.0009613363472744822,4.806681736372411e-05
17,0.07606110799312592,0.0,0,2048000,0.061118538200855256,0.012223707640171052,0.0011110270116478204,0.0,0.6856371283531189,0.0,0.6281529979705811,0.01884458993911743,0.99997851896286,0.0399991407585144,0.0005341890677809715,0.0,0.3893539209365845,0.0,0.49238475704193113,0.004923847570419311,0.0,0.0,0.0013964741248637439,6.98237062431872e-05
18,0.0756080403327942,0.0,0,2048000,0.0610888646543026,0.01221777293086052,0.0010766622349619866,0.0,0.6808830041885376,0.0,0.6239023542404175,0.018717070627212524,0.9999776411056519,0.039999105644226075,0.0004744292574469,0.0,0.39209254026412965,0.0,0.4573409123420715,0.004573409123420715,0.0,0.0,0.0020136676598340275,0.00010068338299170138
19,0.07524525195360184,0.0,0,2048000,0.06107356497645378,0.012214712995290757,0.001038657427765429,0.0,0.6766452693939209,0.0,0.6201216559410095,0.018603649678230284,0.9999763336181641,0.039999053344726566,0.0004257792045827955,0.0,0.394872035741806,0.0,0.43573949337005613,0.004357394933700561,0.0,0.0,0.0014088325249031186,7.044162624515594e-05
20,0.07492581558227539,0.0,0,2048000,0.061061720132827756,0.012212344026565552,0.0009986776793375611,0.0,0.6729714956283569,0.0,0.6168572092056275,0.018505716276168822,0.9999754004478455,0.03999901601791382,0.0003819695757701993,0.0,0.3970134654045105,0.0,0.4158157773017883,0.004158157773017883,0.0,0.0,0.001011668888386339,5.058344441931695e-05
21,0.07465631353855133,0.0,0,2048000,0.061054782778024674,0.012210956555604936,0.0009548089816235006,0.0,0.6698458867073059,0.0,0.6140910940170288,0.01842273282051086,0.9999743938446045,0.03999897575378418,0.00034434067178517583,0.0,0.39937205505371093,0.0,0.39732589554786685,0.003973258955478669,0.0,0.0,0.0010078139388933777,5.039069694466889e-05
22,0.0743637342453003,0.0,0,2048000,0.06105001032352447,0.012210002064704895,0.0009108028993941844,0.0,0.6671148920059204,0.0,0.6116820979118347,0.01835046293735504,0.9999733481407166,0.039998933925628664,0.0003115873578935862,0.0,0.40164612340927125,0.0,0.37548002672195435,0.0037548002672195438,0.0,0.0,0.00099072324950248,4.953616247512401e-05
23,0.07413387846946716,0.0,0,2048000,0.061055880427360536,0.012211176085472107,0.0008624652768485248,0.0,0.6647454175949097,0.0,0.6095963115692139,0.018287889347076418,0.9999722638130188,0.039998890552520754,0.00028452306985855103,0.0,0.40445215487480163,0.0,0.35920628952980044,0.0035920628952980046,0.0,0.0,0.0008772228765301407,4.386114382650704e-05
24,0.07391256141662597,0.0,0,2048000,0.06106594258546829,0.01221318851709366,0.0008127017123624683,0.0,0.6625590291023254,0.0,0.6076745338439942,0.018230236015319826,0.9999719367027283,0.03999887746810914,0.00025898381462320685,0.0,0.40713096284866335,0.0,0.34176110196113585,0.0034176110196113586,0.0,0.0,0.0010530051495879888,5.265025747939944e-05
25,0.073598402261734,0.0,0,2048000,0.06107145994901657,0.012214291989803314,0.000765424800105393,0.0,0.6605625257492066,0.0,0.6059234132766723,0.018177702398300168,0.999971321105957,0.03999885284423828,0.00023547178460285066,0.0,0.40957432794570925,0.0,0.3158621728420258,0.003158621728420258,0.0,0.0,0.0009787020329385997,4.893510164692999e-05
26,0.07333152514696122,0.0,0,2048000,0.06108054685592652,0.012216109371185304,0.0007194907236844301,0.0,0.6587511825561524,0.0,0.6043341903686523,0.01813002571105957,0.9999701490402222,0.03999880596160889,0.00021461574360728263,0.0,0.41199353742599487,0.0,0.29503549242019655,0.0029503549242019655,0.0,0.0,0.0007246100958436727,3.6230504792183636e-05
27,0.07316990572214127,0.0,0,2048000,0.06109143483638763,0.012218286967277527,0.0006768738441169262,0.0,0.6570875396728516,0.0,0.6028718614578247,0.018086155843734738,0.9999688911437988,0.039998755645751956,0.00019642425852362067,0.0,0.4141275725364685,0.0,0.28366618013381956,0.0028366618013381958,0.0,0.0,0.0006009475449100137,3.0047377245500685e-05
28,0.0730399928689003,0.0,0,2048000,0.06110149335861206,0.012220298671722413,0.0006379373446106911,0.0,0.6555288105010987,0.0,0.6014996080398559,0.018044988241195676,0.9999662461280823,0.039998649845123295,0.00018060808791778982,0.0,0.416124317407608,0.0,0.27471347141265867,0.002747134714126587,0.0,0.0,0.0005784494620747864,2.8922473103739323e-05
29,0.07288788974285126,0.0,0,2048000,0.06110964792966843,0.012221929585933686,0.0006030455008149147,0.0,0.6540484857559205,0.0,0.6001940984725952,0.018005822954177856,0.9999610095024108,0.03999844038009644,0.00016698124120011925,0.0,0.41804234623909,0.0,0.263453825712204,0.00263453825712204,0.0,0.0,0.0005431874548085033,2.715937274042517e-05
30,0.07275304144620895,0.0,0,2048000,0.061116278290748595,0.01222325565814972,0.0005709813833236694,0.0,0.6526005640029907,0.0,0.5989126105308533,0.017967378315925597,0.9999533519744873,0.039998134078979494,0.0001546605674084276,0.0,0.41974042510986326,0.0,0.254306196808815,0.00254306196808815,0.0,0.0,0.00042426393064670263,2.1213196532335133e-05
31,0.07265761375427246,0.0,0,2048000,0.06112317532300949,0.012224635064601898,0.0005420761359855533,0.0,0.6511970920562744,0.0,0.5976671438217163,0.017930014314651486,0.9999423246383667,0.03999769298553467,0.000143888775492087,0.0,0.42138232421875,0.0,0.24872248435020447,0.002487224843502045,0.0,0.0,0.00036094363406300546,1.8047181703150273e-05
32,0.07256697279214859,0.0,0,2048000,0.0611291064620018,0.01222582129240036,0.0005161915440112352,0.0,0.6498137512207032,0.0,0.5964365773200989,0.017893097319602966,0.9999252805709838,0.03999701122283936,0.0001342676489148289,0.0,0.42294866156578065,0.0,0.24350756895542144,0.0024350756895542146,0.0,0.0,0.0003193630767054856,1.596815383527428e-05
33,0.07248710376024246,0.0,0,2048000,0.06113339188694954,0.012226678377389909,0.000492991134757176,0.0,0.6484405241012573,0.0,0.5952118396759033,0.017856355190277097,0.999904007434845,0.0399961602973938,0.00012550482316873968,0.0,0.4244423503875732,0.0,0.23940837466716766,0.0023940837466716767,0.0,0.0,0.0002765446489211172,1.382723244605586e-05
34,0.0724116325378418,0.0,0,2048000,0.06113589811325073,0.012227179622650146,0.00047283871890977026,0.0,0.6470683946609497,0.0,0.5939854173660278,0.017819562520980835,0.9998763771057129,0.039995055084228515,0.00011760271299863235,0.0,0.4258397853374481,0.0,0.23579775643348694,0.0023579775643348694,0.0,0.0,0.0002371657001785934,1.185828500892967e-05
35,0.07235010516643524,0.0,0,2048000,0.06113710775971413,0.012227421551942827,0.000456301030004397,0.0,0.6456803231239319,0.0,0.5927433218955994,0.01778229965686798,0.9998377180099487,0.03999350872039795,0.00011058385251089931,0.0,0.4271496756076813,0.0,0.23364353454113007,0.0023364353454113007,0.0,0.0,0.00020881335251033307,1.0440667625516653e-05
36,0.07229254573583603,0.0,0,2048000,0.06113766223192215,0.01222753244638443,0.00044309893040917815,0.0,0.6442752199172974,0.0,0.5914844403266907,0.01774453320980072,0.9997882232666016,0.039991528930664065,0.00010439958900678902,0.0,0.4283615641593933,0.0,0.23189475190639497,0.00231894751906395,0.0,0.0,0.00020010773139074445,1.0005386569537223e-05
37,0.07223230528831481,0.0,0,2048000,0.06113844665884972,0.012227689331769945,0.00043095223186537625,0.0,0.6428786039352417,0.0,0.5902301073074341,0.01770690321922302,0.9997252073287964,0.039989008293151856,9.896402945742012e-05,0.0,0.4295670585632324,0.0,0.22989936113357545,0.0022989936113357546,0.0,0.0,0.00019424239068757744,9.712119534378873e-06
38,0.07217176359891891,0.0,0,2048000,0.06113936772942543,0.012227873545885087,0.0004204136007465422,0.0,0.6414756927490234,0.0,0.5889693775177002,0.017669081325531005,0.9996452598571778,0.039985810394287113,9.403612185269595e-05,0.0,0.43072868657112123,0.0,0.22792006850242616,0.0022792006850242616,0.0,0.0,0.00019596116582397372,9.798058291198688e-06
39,0.07210954755544663,0.0,0,2048000,0.06113947710394859,0.012227895420789718,0.0004129132751841098,0.0,0.6400511989593506,0.0,0.5876903462409974,0.01763071038722992,0.9995424194335938,0.03998169677734375,8.972172206267715e-05,0.0,0.4318664779663086,0.0,0.2259002273082733,0.002259002273082733,0.0,0.0,0.00020488576404750346,1.0244288202375173e-05
40,0.07204248684644698,0.0,0,2048000,0.06113786333799362,0.012227572667598725,0.0004085343731567264,0.0,0.6386135778427124,0.0,0.5863999080657959,0.017591997241973877,0.9994107995033265,0.03997643198013306,8.626641274895519e-05,0.0,0.43305939531326293,0.0,0.22358010053634644,0.0022358010053634644,0.0,0.0,0.00021370428870432078,1.068521443521604e-05
41,0.07196779280900956,2.9296875e-06,6,2048000,0.061133091121912,0.012226618224382401,0.00040821641916409133,0.0,0.6371461448669433,0.0,0.585083080291748,0.01755249240875244,0.9992415871620178,0.03996966348648071,8.384849346475676e-05,0.0,0.43428243112564086,0.0,0.2207056291103363,0.002207056291103363,0.0,0.0,0.00023927872395142913,1.1963936197571457e-05
42,0.07188839906454086,5.712890625e-05,117,2048000,0.0611070701777935,0.012221414035558702,0.0004124343453440815,0.0,0.6356861991882324,0.0,0.5837731533050537,0.017513194599151613,0.9990241680145263,0.039960966720581054,8.23351382277906e-05,0.0,0.4355737524032593,0.0,0.2180729421377182,0.002180729421377182,0.0,0.0,0.00024190229293890298,1.209511464694515e-05
43,0.07177019637823105,0.00066162109375,1355,2048000,0.06082700049877167,0.012165400099754335,0.0004359662486240268,0.0,0.6346344242095947,0.0,0.5828459663391113,0.01748537899017334,0.9988627681732177,0.03995451072692871,8.33094724221155e-05,0.0,0.4369008412361145,0.0,0.21531010890007019,0.002153101089000702,0.0,0.0,0.00023613062174990772,1.1806531087495387e-05
44,0.07165987437963486,0.00109326171875,2239,2048000,0.060611634790897366,0.012122326958179474,0.00044577563903294503,0.0,0.6335570831298828,0.0,0.5818864908218384,0.01745659472465515,0.9987248940467834,0.03994899576187134,8.370874461252242e-05,0.0,0.43840391778945925,0.0,0.21204751646518707,0.002120475164651871,0.0,0.0,0.00022965566418133677,1.1482783209066838e-05
45,0.07156376421451568,0.00116259765625,2381,2048000,0.06056587547063828,0.012113175094127656,0.00045601396588608624,0.0,0.6321704726219177,0.0,0.5806383123397827,0.01741914937019348,0.998488823890686,0.03993955295562744,8.432110113790259e-05,0.0,0.439970712184906,0.0,0.20798379337787629,0.002079837933778763,0.0,0.0,0.0002409873737487942,1.204936868743971e-05
46,0.07139867961406708,0.0017314453125,3546,2048000,0.060294792234897615,0.012058958446979524,0.0004959701206535101,0.0,0.6310320024490357,0.0,0.579627649307251,0.017388829479217528,0.9981822776794433,0.039927291107177736,8.826513437088579e-05,0.0,0.4411181209087372,0.0,0.200951868057251,0.00200951868057251,0.0,0.0,0.0002816653758054599,1.4083268790272995e-05
47,0.07113865864276886,0.00317578125,6504,2048000,0.05960746756196022,0.011921493512392044,0.0005632290742360055,0.0,0.6304890718460083,0.0,0.5791607456207275,0.017374822368621826,0.9979910287857056,0.03991964115142822,0.0001001184270135127,0.0,0.44176267099380495,0.0,0.19076793241500856,0.0019076793241500857,0.0,0.0,0.00030048716650344433,1.5024358325172218e-05
48,0.07095395731925964,0.0037099609375,7598,2048000,0.05933898949623108,0.011867797899246217,0.0005988677684217691,0.0,0.6294515647888184,0.0,0.5782166023254395,0.017346498069763183,0.9977827262878418,0.039911309051513674,0.00010695557191502303,0.0,0.44334312677383425,0.0,0.18130339670181275,0.0018130339670181276,0.0,0.0,0.00030639912537299097,1.531995626864955e-05
49,0.07078370517492294,0.0040107421875,8214,2048000,0.059187831848859784,0.011837566369771957,0.0006345441648736597,0.0,0.6280960979461669,0.0,0.5769765920639038,0.017309297761917114,0.9974606499671936,0.039898425998687745,0.00011100063717458397,0.0,0.4449671754837036,0.0,0.17239141523838042,0.0017239141523838041,0.0,0.0,0.00029004764673300085,1.4502382336650042e-05
50,0.07061297339200974,0.00429248046875,8791,2048000,0.0590500413775444,0.011810008275508882,0.000687703525647521,0.0,0.6265911240577697,0.0,0.5755966701507569,0.017267900104522706,0.9970473113059998,0.03988189245223999,0.00011237040522973984,0.0,0.44654375553131104,0.0,0.1637550253868103,0.0016375502538681032,0.0,0.0,0.00031247005867771803,1.5623502933885902e-05
51,0.07037720638513566,0.0048642578125,9962,2048000,0.05878046095371246,0.011756092190742494,0.0008004850586876273,0.0,0.6249825954437256,0.0,0.5741352396011352,0.017224057188034055,0.9963639740943908,0.039854558963775634,0.00011968110973248258,0.0,0.4472043673992157,0.0,0.15259587264060975,0.0015259587264060976,0.0,0.0,0.00033080316404812037,1.654015820240602e-05
52,0.07010107642412186,0.00517138671875,10591,2048000,0.05865287032723427,0.011730574065446855,0.0008745466889813542,0.0,0.6231164035797119,0.0,0.5724188575744629,0.017172565727233885,0.9957069225311279,0.039828276901245116,0.00012071180477505549,0.0,0.44895478105545045,0.0,0.13530680871009826,0.0013530680871009827,0.0,0.0,0.0003318529133684933,1.6592645668424667e-05
53,0.06982303673028946,0.00525,10752,2048000,0.058605045199394225,0.011721009039878846,0.0009277674416080117,0.0,0.6211856002807618,0.0,0.5706491632461548,0.01711947489738464,0.9950677633285523,0.03980271053314209,0.00012475423305295408,0.0,0.450329598903656,0.0,0.11615323680639267,0.0011615323680639266,0.0,0.0,0.00036625009402632713,1.8312504701316357e-05
54,0.0694463233947754,0.0061162109375,12526,2048000,0.05820636731386185,0.01164127346277237,0.0009979633772745728,0.0,0.6195470428466797,0.0,0.5691624774932861,0.01707487432479858,0.994378752708435,0.039775150108337404,0.0001365548288449645,0.0,0.45045812892913817,0.0,0.09377481544017792,0.0009377481544017792,0.0,0.0,0.00034557735291309655,1.727886764565483e-05
55,0.06916903311014175,0.0066689453125,13658,2048000,0.05793494841456413,0.011586989682912828,0.0010598971666768192,0.0,0.6180330266952515,0.0,0.567773627281189,0.017033208818435668,0.9936853680610657,0.03974741472244263,0.00014271492534317077,0.0,0.45096823835372923,0.0,0.0784201316833496,0.0007842013168334961,0.0,0.0,0.0003443857890088111,1.7219289450440554e-05
56,0.06898239046335221,0.0068671875,14064,2048000,0.057831423252820965,0.011566284650564194,0.0011218960732221604,0.0,0.6163377952575684,0.0,0.5662191333770752,0.016986574001312257,0.9927877950668335,0.03971151180267334,0.0001442714926088229,0.0,0.45211591267585755,0.0,0.07003524884581566,0.0007003524884581566,0.0,0.0,0.0003533834090922028,1.766917045461014e-05
57,0.0688418300151825,0.00704541015625,14429,2048000,0.05775473117828369,0.011550946235656738,0.001197998508810997,0.0,0.6145034170150757,0.0,0.5645432529449463,0.01693629758834839,0.9919552345275879,0.039678209381103516,0.00014547748328186573,0.0,0.45347746133804323,0.0,0.0657734657227993,0.0006577346572279929,0.0,0.0,0.0003728571382816881,1.8642856914084408e-05
58,0.06869202035665511,0.00718896484375,14723,2048000,0.057657027631998065,0.011531405526399613,0.001265451985411346,0.0,0.6126137804985047,0.0,0.5628246431350707,0.016884739294052122,0.9910627794265747,0.03964251117706299,0.00015175080369226633,0.0,0.4544233841896057,0.0,0.061278009951114654,0.0006127800995111466,0.0,0.0,0.0004116936745122075,2.0584683725610378e-05
59,0.06845865392684937,0.0080888671875,16566,2048000,0.057183495908975604,0.011436699181795122,0.0013553119152784347,0.0,0.6109878816604615,0.0,0.5613594355583191,0.016840783066749573,0.9898607521057129,0.03959443008422852,0.00016554037656169385,0.0,0.4541328613758087,0.0,0.0568121622800827,0.000568121622800827,0.0,0.0,0.0003724271396640688,1.862135698320344e-05
60,0.06825783425569534,0.00908740234375,18611,2048000,0.056762464970350264,0.011352492994070054,0.0014328050017356872,0.0,0.6093069896697998,0.0,0.5598345336914062,0.016795036010742188,0.9887567071914672,0.03955026828765869,0.00017326253256760537,0.0,0.4544670081138611,0.0,0.05404754239320755,0.0005404754239320754,0.0,0.0,0.000391278617316857,1.956393086584285e-05
61,0.0680377551317215,0.0100625,20608,2048000,0.05639402762055397,0.011278805524110794,0.001504200415685773,0.0,0.6073901286125183,0.0,0.5580986166000366,0.016742958498001097,0.9873731517791748,0.039494926071166996,0.00017997184093110263,0.0,0.4555025510787964,0.0,0.05014594024419784,0.0005014594024419784,0.0,0.0,0.00039214900974184275,1.960745048709214e-05
62,0.06779308652877808,0.01028955078125,21073,2048000,0.056242627620697025,0.011248525524139406,0.0015845150034874678,0.0,0.6055656681060791,0.0,0.556459755897522,0.016693792676925657,0.9846905355453491,0.03938762142181396,0.00018381762818899005,0.0,0.4564201948642731,0.0,0.04419280779361725,0.0004419280779361725,0.0,0.0,0.0004243882892187685,2.1219414460938427e-05
63,0.06755748707056046,0.0111015625,22736,2048000,0.05585738092660904,0.011171476185321808,0.0016770132109522819,0.0,0.6044301166534424,0.0,0.5554367771148682,0.016663103313446045,0.9822717313766479,0.03929086925506592,0.00020196261000819505,0.0,0.45561507558822634,0.0,0.0409854006767273,0.00040985400676727296,0.0,0.0,0.00044370982726104556,2.218549136305228e-05
64,0.0673149688243866,0.01243896484375,25475,2048000,0.055226187378168104,0.011045237475633622,0.0018423053389415144,0.0,0.6035922808647156,0.0,0.554691053390503,0.016640731601715086,0.980466468334198,0.039218658733367925,0.0002400625387672335,0.0,0.4535643444061279,0.0,0.03870857498049736,0.0003870857498049736,0.0,0.0,0.00046512224152684214,2.325611207634211e-05
65,0.0670040967464447,0.0148544921875,30422,2048000,0.05410901841521263,0.010821803683042527,0.0020438463538885116,0.0,0.6033049206733704,0.0,0.5544682974815369,0.01663404892444611,0.9789517860412598,0.03915807144165039,0.0002937303329817951,0.0,0.4538020443916321,0.0,0.036869389206171034,0.0003686938920617103,0.0,0.0,0.0004296010264661163,2.1480051323305815e-05
66,0.06684391939640046,0.0155458984375,31838,2048000,0.05377585417032242,0.010755170834064486,0.002125567838549614,0.0,0.6024432544708251,0.0,0.5536980414390564,0.01661094124317169,0.9776320290565491,0.039105281162261966,0.0003067781031131744,0.0,0.4552301228046417,0.0,0.03513715752959251,0.0003513715752959251,0.0,0.0,0.0004231243436224759,2.1156217181123795e-05
67,0.06667027336359024,0.01622509765625,33229,2048000,0.05351499280333519,0.010702998560667039,0.002254946235567331,0.0,0.6014684271812439,0.0,0.552813560962677,0.016584406828880308,0.9755598006248474,0.0390223920249939,0.0003132773507386446,0.0,0.4569624643325806,0.0,0.03411632466316223,0.0003411632466316223,0.0,0.0,0.0003862883662804961,1.9314418314024806e-05
68,0.06654838347434998,0.01628857421875,33359,2048000,0.0534765967130661,0.01069531934261322,0.0023453806675970555,0.0,0.6000562505722046,0.0,0.5515312004089356,0.016545936012268066,0.9738961029052734,0.03895584411621094,0.0003173655141144991,0.0,0.4586348052024841,0.0,0.033224174708127975,0.00033224174708127975,0.0,0.0,0.0003808629414997995,1.9043147074989978e-05
69,0.06641842395067216,0.01627392578125,33329,2048000,0.053481496095657347,0.01069629921913147,0.0024142726454883814,0.0,0.5986037073135376,0.0,0.5502058095932006,0.016506174287796018,0.971886339187622,0.03887545356750488,0.00032249352941289544,0.0,0.4597940378189087,0.0,0.03213816952705383,0.00032138169527053833,0.0,0.0,0.0003823372581973672,1.911686290986836e-05
70,0.06628868359327317,0.01624853515625,33277,2048000,0.0534931917488575,0.0106986383497715,0.0024959116503596307,0.0,0.5971719350814819,0.0,0.5488967027664184,0.016466901082992553,0.9699015192985535,0.03879606077194214,0.0003284991884138435,0.0,0.46064353108406064,0.0,0.030788857832551003,0.00030788857832551,0.0,0.0,0.00038394073583185675,1.919703679159284e-05
71,0.06615309590101243,0.01632568359375,33435,2048000,0.05345977532863617,0.010691955065727234,0.0025980476140975953,0.0,0.595708960533142,0.0,0.547568440914154,0.01642705322742462,0.9679621496200561,0.038718485984802244,0.0003386360879521817,0.0,0.4609068942070007,0.0,0.029577301621437072,0.0002957730162143707,0.0,0.0,0.00039660240383818747,1.9830120191909375e-05
72,0.06593370801210403,0.01710595703125,35033,2048000,0.05311022216081619,0.01062204443216324,0.0027497240882366895,0.0,0.594575777053833,0.0,0.5465440950393676,0.01639632285118103,0.9652451710700989,0.038609806842803955,0.00036546517931856215,0.0,0.45857134222984314,0.0,0.028539346799254416,0.0002853934679925442,0.0,0.0,0.0004028226900845766,2.0141134504228833e-05
73,0.06577089548110962,0.017232421875,35292,2048000,0.05304303577542305,0.010608607155084611,0.002867215674370527,0.0,0.5932972545623779,0.0,0.5453873519897461,0.016361620559692383,0.9626123547554016,0.038504494190216065,0.00037620356772094965,0.0,0.4579697861671448,0.0,0.027638312399387358,0.0002763831239938736,0.0,0.0,0.00039581574685871603,1.97907873429358e-05
74,0.06560357326269149,0.0173564453125,35546,2048000,0.05299773570895195,0.010599547141790391,0.002981288705021143,0.0,0.5920867476463317,0.0,0.5442841510772705,0.016328524532318114,0.9596205668449402,0.03838482267379761,0.00038337393617257474,0.0,0.45756139850616456,0.0,0.027073167607188225,0.00027073167607188225,0.0,0.0,0.00039897896815091374,1.9948948407545687e-05
75,0.0653798770904541,0.018236328125,37348,2048000,0.05260730028152466,0.010521460056304933,0.0031303278692066667,0.0,0.5913079061508179,0.0,0.5435994544029236,0.016307983632087707,0.9566481418609619,0.03826592567443848,0.00041058574616909026,0.0,0.4562921583652496,0.0,0.026454438209533693,0.00026454438209533694,0.0,0.0,0.00039928729366511107,1.9964364683255555e-05
