epoch,total_loss,actual_spike_rate,spike_nonzero_count,spike_element_count,total_spike_count_per_image,active_oscillator_count_per_image,mean_dense,absolute_mean_dense,raw_spike_rate,weighted_spike_rate,raw_spike_smooth,weighted_spike_smooth,raw_spike_diversity,weighted_spike_diversity,raw_structural,weighted_structural,raw_sample_diversity,weighted_sample_diversity,raw_temporal_balance,weighted_temporal_balance,raw_spatial_compactness,weighted_spatial_compactness,raw_edge_membrane,weighted_edge_membrane,raw_dense_magnitude_loss,weighted_dense_magnitude_loss,raw_dendritic_cancellation_loss,weighted_dendritic_cancellation_loss
86,0.064236403,0.266188477,545154,2048000,545.154,91.915,-2.149307266,3.997489674,0.000777143,0.000155429,0.001071756,0,0.789875941,0,0.726230738,0.021786922,0.999991959,0.039999678,0.001039656,0,0.521841284,0,0.170035805,0.001700358,8.24E-06,4.12E-06,0.011797905,0.000589895
87,0.06418153,0.264733887,542175,2048000,542.175,91.999,-2.150455524,3.998799431,0.000666786,0.000133357,0.001073057,0,0.789239117,0,0.725634827,0.021769045,0.999993564,0.039999743,0.001018118,0,0.522227285,0,0.169193369,0.001691934,3.47E-06,1.73E-06,0.011714411,0.000585721
88,0.064125989,0.262849609,538316,2048000,538.316,92,-2.15083313,3.998609804,0.000587966,0.000117593,0.001073917,0,0.788424787,0,0.724873223,0.021746197,0.999988919,0.039999557,0.00099798,0,0.522866453,0,0.167945189,0.001679452,3.65E-06,1.82E-06,0.011627387,0.000581369
89,0.06406981,0.26157666,535709,2048000,535.709,92,-2.150892508,3.997807583,0.000523048,0.00010461,0.001077946,0,0.787479654,0,0.723992063,0.021719762,0.999985082,0.039999403,0.000980813,0,0.523659423,0,0.166575872,0.001665759,6.83E-06,3.41E-06,0.011537287,0.000576864
90,0.064024391,0.260446289,533394,2048000,533.394,92,-2.151490643,3.998077902,0.000491303,9.83E-05,0.001080387,0,0.786437034,0,0.723025313,0.021690759,0.999987332,0.039999493,0.000967058,0,0.524867717,0,0.165988364,0.001659884,5.38E-06,2.69E-06,0.01146612,0.000573306
91,0.0639676,0.258838379,530101,2048000,530.101,92,-2.152610958,3.999535248,0.000437834,8.76E-05,0.0010819,0,0.785367086,0,0.722031226,0.021660937,0.999982766,0.039999311,0.000946713,0,0.525774083,0,0.165027981,0.00165028,1.48E-06,7.39E-07,0.011375367,0.000568768
92,0.063908517,0.258041016,528468,2048000,528.468,92,-2.15287973,3.99930164,0.000383694,7.67E-05,0.00108484,0,0.784273556,0,0.721013963,0.021630419,0.999973949,0.039998958,0.000925247,0,0.526667944,0,0.163639874,0.001636399,2.08E-06,1.04E-06,0.011299286,0.000564964
93,0.063849948,0.257631348,527629,2048000,527.629,92,-2.153305532,3.999420351,0.00034273,6.85E-05,0.00108902,0,0.783079605,0,0.71989728,0.021596918,0.999968431,0.039998737,0.000901521,0,0.527850885,0,0.162321226,0.001623212,1.78E-06,8.90E-07,0.011232906,0.000561645
94,0.063788987,0.256857422,526044,2048000,526.044,92,-2.153639149,3.999360315,0.000296659,5.93E-05,0.001092616,0,0.781698424,0,0.718599035,0.021557971,0.99997575,0.03999903,0.000872044,0,0.529081326,0,0.161329868,0.001613299,1.43E-06,7.14E-07,0.011172857,0.000558643
95,0.063725163,0.25617041,524637,2048000,524.637,92,-2.154042086,3.999453777,0.000256426,5.13E-05,0.001103421,0,0.780006469,0,0.71700534,0.02151016,0.999974995,0.039999,0.000843833,0,0.530829645,0,0.160912602,0.001609126,1.74E-06,8.68E-07,0.011094487,0.000554724
96,0.063651933,0.254882813,522000,2048000,522,92,-2.154452969,3.999594048,0.000225946,4.52E-05,0.001117235,0,0.777956604,0,0.715077027,0.021452311,0.999978775,0.039999151,0.000817117,0,0.533160746,0,0.160469595,0.001604696,1.77E-06,8.86E-07,0.010994017,0.000549701
97,0.063570559,0.253866699,519919,2048000,519.919,92,-2.154790848,3.999606281,0.00019717,3.94E-05,0.001129114,0,0.775642002,0,0.712908451,0.021387254,0.999976527,0.039999061,0.000787506,0,0.536081157,0,0.159943424,0.001599434,1.29E-06,6.43E-07,0.010894703,0.000544735
98,0.063487243,0.252608398,517342,2048000,517.342,92,-2.154857574,3.999014778,0.000172182,3.44E-05,0.00114206,0,0.77315048,0,0.710585488,0.021317565,0.999975278,0.039999011,0.000760056,0,0.53939396,0,0.159486722,0.001594867,2.37E-06,1.18E-06,0.010803625,0.000540181
99,0.063403367,0.251536621,515147,2048000,515.147,92,-2.15521011,3.999023888,0.000151742,3.03E-05,0.00115977,0,0.770575255,0,0.708190014,0.0212457,0.999977998,0.03999912,0.000734383,0,0.543135157,0,0.15916781,0.001591678,2.86E-06,1.43E-06,0.010701825,0.000535091
100,0.063310857,0.25070752,513449,2048000,513.449,92,-2.155900713,3.999755123,0.0001303,2.61E-05,0.001182633,0,0.767788548,0,0.705594417,0.021167832,0.999978597,0.039999144,0.000704063,0,0.54746983,0,0.158713458,0.001587135,1.06E-06,5.28E-07,0.010603197,0.00053016
